x,y,z,illuminance
1.333333333333333259e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.333333333333333259e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,8.888888888888888395e-01,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.555555555555555358e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,6.222222222222221433e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,8.888888888888888395e-01,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,1.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,3.555555555555555358e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,6.222222222222221433e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.666666666666666519e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,8.888888888888888395e-01,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,1.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,3.555555555555555358e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,6.222222222222221433e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333037e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,8.888888888888888395e-01,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,3.555555555555555358e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,6.222222222222221433e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,8.888888888888888395e-01,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,1.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,3.555555555555555358e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,6.222222222222221433e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.666666666666666075e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,8.888888888888888395e-01,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,1.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,3.555555555555555358e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,6.222222222222221433e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,8.888888888888888395e-01,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,3.555555555555555358e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,6.222222222222221433e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,7.111111111111110716e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
