x,y,z,illuminance
3.555555555555555358e+00,2.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.555555555555555358e+00,3.333333333333333481e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.555555555555555358e+00,3.888888888888889284e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.555555555555555358e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.555555555555555358e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,5.555555555555555802e-01,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,1.111111111111111160e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,1.666666666666666741e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,2.222222222222222321e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,2.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,3.333333333333333481e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,3.888888888888889284e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.444444444444444642e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,5.555555555555555802e-01,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,1.111111111111111160e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,1.666666666666666741e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,2.222222222222222321e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,2.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,3.333333333333333481e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,3.888888888888889284e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.333333333333333037e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,5.555555555555555802e-01,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,1.111111111111111160e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,1.666666666666666741e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,2.222222222222222321e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,2.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,3.333333333333333481e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,3.888888888888889284e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.222222222222221433e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,5.555555555555555802e-01,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,1.111111111111111160e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,1.666666666666666741e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,2.222222222222222321e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,2.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,3.333333333333333481e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,3.888888888888889284e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.111111111111110716e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,5.555555555555555802e-01,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.111111111111111160e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.666666666666666741e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,2.222222222222222321e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,2.777777777777777679e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,3.333333333333333481e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,3.888888888888889284e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,4.444444444444444642e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
